ext_gene,HC_29_1,HC_29_2,HC_29_3,HC_TrpA1_21_1,HC_TrpA1_21_2,HC_TrpA1_21_3,HC_TrpA1_29_1,HC_TrpA1_29_2,HC_TrpA1_29_3,MechSD12hr_1,MechSD12hr_2,MechSD12hr_3,MechSD3hr_1,MechSD3hr_2,MechSD3hr_3,MechSD6hr_1,MechSD6hr_2,MechSD6hr_3,R21H11_29_1,R21H11_29_2,R21H11_29_3,R21H11_TrpA1_21_1,R21H11_TrpA1_21_2,R21H11_TrpA1_21_3,R21H11_TrpA1_29_1,R21H11_TrpA1_29_2,R21H11_TrpA1_29_3,R60F09_29_1,R60F09_29_2,R60F09_29_3,R60F09_TrpA1_21_1,R60F09_TrpA1_21_2,R60F09_TrpA1_21_3,R60F09_TrpA1_29_1,R60F09_TrpA1_29_2,R60F09_TrpA1_29_3,R65H02_29_1,R65H02_29_2,R65H02_29_3,R65H02_TrpA1_21_1,R65H02_TrpA1_21_2,R65H02_TrpA1_21_3,R65H02_TrpA1_29_1,R65H02_TrpA1_29_2,R65H02_TrpA1_29_3,R85C10_29_1,R85C10_29_2,R85C10_29_3,R85C10_TrpA1_21_1,R85C10_TrpA1_21_2,R85C10_TrpA1_21_3,R85C10_TrpA1_29_1,R85C10_TrpA1_29_2,R85C10_TrpA1_29_3,ZT_0_1,ZT_0_2,ZT_0_3,ZT_12_1,ZT_12_2,ZT_12_3,ZT_16_1,ZT_16_2,ZT_16_3,ZT_20_1,ZT_20_2,ZT_20_3,ZT_4_1,ZT_4_2,ZT_4_3,ZT_8_1,ZT_8_2,ZT_8_3
slif,1.57333,0.915111,1.65969,1.47879,1.14574,1.16964,1.84367,1.56172,2.030375,1.82743,1.81868,1.36787,1.10889,2.53537,1.44392,1.867069,0.873505,1.19938,1.68279,2.27486,2.425754,1.97378,1.14142,0.907004,2.20821,1.14357,2.415386,2.30203,2.64511,2.2558,1.19677,1.19068,1.937953,1.38694,3.056211,2.52731,2.18075,3.21025,2.3394,0.937658,1.41335,1.268,2.0052924,2.26522,2.60119,2.66694,3.728904,2.7472,1.576057,2.481111,1.49009,1.16171,1.73677,1.77838,1.16288,2.35215,1.4845,1.86306,2.22469,2.08647,1.5794,2.29619,1.14153,1.67839,0.929498,1.9192,1.33135,2.23215,1.877978,1.328573,2.87667,1.08658
Slik,122.30081,144.82196,136.21652,75.12485,86.61741,46.857748,104.01803,121.88758,124.9189,88.88456,61.93511,87.81939,79.15831,81.88728,73.436083,58.470651,56.241477,49.790047,129.92885,128.27284,127.8194503,81.24974,73.629589,54.99703,70.00031,27.498826,58.884585,117.929377,108.50153,122.91983,36.823723,42.898304,71.63752,124.1733,108.28382,110.8004,133.49566,118.98849,129.99482,75.34516,87.019315,57.044841,76.03763,62.87735,62.84795,96.08384,123.45781,128.44647,100.36756,99.26317,117.58383,83.21823,104.037966,107.28652,106.49158,104.49921,108.51675,113.33938,108.55385,97.83603,105.28377,95.65391,105.08038,73.9606,80.29073,56.66964,101.54864,107.10118,105.66701,109.23547,103.2509,103.03443
slim,107.018,121.587,116.9375,89.7672,95.4901,72.4753,93.9122,116.9820775,107.6210017,101.518,93.6156,107.837,90.5288,84.8302,86.48,79.9671,87.8486,76.6961,122.498,113.586,108.884,93.6491,88.9557,73.634,98.2452,50.4643,80.8886,104.035,105.698,102.016,58.2473,79.3089,86.0183,105.019,110.4567146,97.8489,113.921,114.271,95.4868,84.3235,94.2861,80.1043,85.3983,80.2416,81.8095,108.093,107.524,108.542,95.013,88.4205,89.5747,95.3584,104.307,98.197,113.491,104.378,118.0281017,107.612,100.193,91.58300061,96.7323,104.006,104.3981572,71.8228,87.5807,74.317,89.463801,94.5614,102.5092465,108.287,100.596,104.01391
Slimp,10.5842,11.0463,8.76546,8.38675,10.2577,8.87283,12.094,12.9111,12.0011,6.5931,7.62325,8.32177,5.50045,6.48157,6.12799,5.88885,7.22617,4.90867,12.7299,6.35971,9.69923,9.00427,7.46145,7.25855,8.69108,8.18689,9.27636,5.63667,8.56923,8.14758,5.34524,9.41516,10.2023,11.4881,12.4099,8.71729,12.3947,9.12266,9.53682,8.47064,8.7548,7.58793,9.48201,7.36371,10.8159,7.24447,9.61262,8.01478,6.88189,8.28837,9.44374,8.65862,10.4513,13.53,8.92656,5.77007,8.6777,4.902,6.86705,8.21163,7.96855,6.20796,7.87007,6.78432,4.65787,5.83761,9.10276,7.05139,8.87175,8.47502,8.71614,7.31142
Slip1,172.50684,174.2845,160.78034,144.82931,160.52804,114.74411,136.40857,143.29117,141.015007,141.51759,140.82863,142.92294,135.58916,135.81512,126.09812,127.78842,122.1043,130.0625,161.78352,198.44053,165.78559,155.6263,171.0281,127.13532,113.71047,70.45167,109.2722,161.02748,136.04789,147.07307,105.66696,118.98252,162.74445,142.16826,137.35219,133.410916,148.74304,149.34168,156.75924,148.21204,169.7308,136.8473,109.64311,95.44253,96.75642,146.8501,216.9268,150.80689,194.64521,188.69544,190.57607,138.38993,172.07367,158.97613,179.09577,172.09249,176.7953,173.33094,160.96184,145.05496,170.89544,157.49719,160.53113,134.24441,143.33534,120.34106,147.40408,169.44847,160.389693,200.83905,174.53743,140.9515
SLIRP1,91.7201,81.2773,90.3957,80.6526,77.9227,89.8503,85.8177,92.891,88.4125,86.9427,79.78154,79.3551,89.5758,85.8866,85.2155,74.00001,87.1515,78.88953,82.2019,85.1653,90.9514,80.1554,85.904,78.3202,91.7889,87.6341,92.7144,81.5698,86.8723,84.3762,84.2893,88.3607,82.1499,86.6906,91.0188,85.0595,85.9568,84.6594,83.8173,84.2816,78.7112,88.7741,82.5863,80.1419,79.2097,92.02722,74.3187,93.3175,74.09625,77.9242,67.66581,107.8607,81.4872,83.9907,72.4768,74.45981,72.0658,86.2607,79.59648,85.178,86.9608,82.1249,83.9202,92.6052,79.3648,82.4577,86.9438,76.11777,70.4888,77.8057,76.3322,88.5314
SLIRP2,17.6999,20.2437,17.2792,17.7483,36.031,25.6211,11.7407,21.8059,12.8412,20.0685,34.681,17.8778,23.8562,20.3544,17.3909,18.6966,26.6236,26.943,14.0146,26.2091,11.494,14.1161,27.9919,33.5318,32.0568,21.7475,20.1394,8.84952,12.8222,10.1741,37.5945,27.8152,18.9437,22.9367,17.1242,11.6715,15.7541,21.1929,17.7413,34.4028,16.6933,31.9581,21.826,23.9238,26.6847,18.3614,12.0966,40.8463,18.299,14.9409,22.8545,13.9897,19.3863,19.4383,16.5703,24.4631,15.9641,23.1531,19.0288,15.2225,18.9146,17.6854,15.1081,19.5469,20.7536,20.7633,17.3006,13.4846,20.7034,17.3213,11.3557,18.0066
sll,41.8543,38.9592,40.67807,34.47041,34.28327,28.81193,33.2126,40.02176,35.80013,30.81879,29.93606,34.2301,31.6698,27.75477,29.67811,25.67979,27.84378,28.81635,41.6833,37.46617,37.21725,34.9217,34.85527,24.92499,35.949,21.07707,28.02292,38.40545,32.76374,34.61068,22.48375,37.0898,37.00707,35.11351,38.2297,33.4941,32.57888,29.293,28.33656,29.56985,35.85112,28.91469,26.5113,23.75607,23.49032,32.21977,34.48938,35.2481,36.276,25.04058,33.4927,30.33062,33.1042,30.52213,38.19808,34.3788,36.68714,34.55049,30.4414,32.94272,31.34431,31.64755,31.63887,25.3338,34.95548,28.9661,34.13186,33.1991,31.49846,34.11994,32.51446,33.10894
Slmap,82.5906,87.4115,74.6839,57.7235,62.6447,46.2129,83.3843,75.5381,84.5021,53.7703,55.6938,57.5061,57.8523,45.765,46.1104,52.3859,46.1628,45.2633,81.6994,75.0259,80.4708,57.9052,55.48557,46.1935,62.2489,35.9328,55.3183,81.3097,80.1507,77.5134,35.78,40.7643,58.5489,77.7637,71.2786,70.7412,85.6843,89.1483,89.87970093,56.3972,66.5115,49.07102,52.4885,50.8757,50.33472,75.5846,85.2609,78.226,73.2419,73.4232,69.3401,71.8855,88.2835,86.0607,72.5244,68.3574,68.8048,69.0827,59.20249,57.652,74.3823,63.00218,65.7305,53.1052,54.18439,48.9531,62.36574,66.2222,65.5635,72.8487,64.18205,58.8003
slmb,87.2844,84.28366,83.5122,61.8918,70.3466,46.9566,74.02654,89.4423,88.08553,64.6888,55.0274,64.0082,63.3786,54.019755,56.6188,48.2318,49.6002,53.5594,91.4011,85.04729,85.54864,61.6362,57.3572,46.2802,57.42,40.9054,56.3334,78.698,75.55869085,91.76055,35.9258,45.6198,66.4682,83.651317,77.78593,84.0153,90.16969,90.9461,84.90997,57.023,67.90026,56.3598,63.5142083,60.86,58.6154,69.2568,80.5082,89.7467,79.019,76.5676,81.87958,74.3486,81.628,83.2594,75.832,74.61420003,73.80943,75.7186,71.84491,63.889221,72.28759,65.4953266,65.7472,53.8466,60.8214,59.2022,68.63560134,76.07005,75.5978,73.34500009,67.4438,72.1634
slmo,183.49258,192.87604,185.7622,181.034338,195.1303,186.86204,189.9992,193.1882,198.9741,196.32422,154.88827,180.82828,180.01017,187.67879,179.34272,165.28601,179.30147,160.69579,181.2306,182.6527401,173.9480583,174.329415,171.842,168.16541,187.04942,167.72564,167.3051,171.41661,160.5475,174.7799,149.64608,193.43586,154.81262,195.9492,202.5953,202.288003,161.7339,184.003,164.6508,184.7076,186.37403,187.7227006,174.6458,165.94393,163.0482,174.7943,166.75699,179.6948,175.12073,175.44185,163.71124,198.0334,187.312085,174.6284004,184.09673,166.9946,184.00335,193.109664,198.028572,195.20277,195.1418,196.71196,187.84025,170.65829,177.99866,181.62118,189.01074,174.39782,187.03597,167.281457,194.2379,192.462841
Sln,70.9845,76.6038,70.4161,57.7642,70.7698,43.4366,68.7391,77.7217,73.4564,55.4075,43.8441,55.468,58.2234,51.9205,49.1981,45.2001,43.6973,42.9095,81.4414,74.5516,70.5566,58.181,64.311,46.8056,54.4554,29.2761,49.5994,63.8471,64.445,69.944,33.2754,39.9138,53.8337,73.5226,76.7689,65.665,72.2057,69.1296,68.7249,51.8906,58.7515,54.3106,52.293,46.6414,48.7163,73.0898,73.8343,75.3833,80.1292,71.2809,79.9713,55.9277,67.6221,68.3155,73.3817,70.4873,68.5555,68.7365,66.4672,59.4055,59.2756,62.3719,60.51,49.7015,58.5169,41.7572,66.2903,61.1661,64.0887,71.4455,65.8664,65.013
slo,337.4180994,374.850388,361.368098,265.548024,304.130653,166.689361,318.273428,351.9537385,375.6245542,287.521689,252.498393,314.7317504,248.35283,281.12283,246.03724,210.452603,203.9892937,202.245624,387.5211921,406.4124029,382.152969,287.7809248,261.9995072,198.997864,182.8354945,89.9899001,211.008649,360.144282,307.453447,347.588573,131.5516847,143.721408,252.289789,356.053065,320.20924,315.1280442,387.647464,358.7255096,392.5534176,276.875994,297.507097,192.250228,210.326766,174.112182,168.818856,267.327607,391.0953506,306.577192,374.0801401,351.1655106,385.1536,242.671716,332.7499595,321.434277,387.6278085,360.323307,384.3949346,374.0607739,364.9815939,326.0077713,371.682976,325.7040181,348.4528666,274.1099285,290.023355,211.980099,332.6451713,353.671937,342.009281,403.23364,342.784361,320.949996
Slob,155.32717,174.730032,168.89502,107.106803,123.263584,74.34888,142.384648,161.838424,155.003342,136.09304,94.93209,132.81878,120.5709,138.3800457,124.25366,91.04586,84.090976,80.045,186.9120243,198.4049385,188.406386,124.680486,111.17304,88.9584,94.66669,40.243453,89.786442,167.270239,143.84567,169.14725,57.43947,67.36193,112.7152,165.501048,153.9375326,148.93464,167.2839883,159.694107,162.0102,104.85833,127.716349,85.13362,92.369134,68.949163,74.19537,146.15217,207.3769829,166.1857166,187.0810457,177.26916,188.89457,125.602332,155.92036,159.071348,180.4596964,173.8247001,175.22702,195.40775,210.08401,160.053458,171.6443156,160.457843,163.3931313,112.707647,142.6045735,99.54456,160.6860164,171.3277,166.52934,186.2763912,187.55965,154.9697024
slou,9.72176,11.1777,14.96012,8.54382,10.45528,6.17576,16.10804,17.45606,20.41,10.58192,10.09852,10.61902,11.83288,9.00724,11.04888,9.09552,9.7372,10.16194,15.60188,10.65228,14.85448,9.60498,9.1718,9.5455,9.83616,9.03126,12.04902,16.38536,16.5361,17.42608,5.91704,6.47388,9.29242,19.28824,15.31298,19.6035,18.33128,16.65696,17.0195,9.84708,11.56716,9.3739,15.31564,12.89866,11.76024,12.36456,8.53138,15.19842,10.2393,11.50166,11.10694,14.35978,12.73308,15.30492,11.83536,10.2657,15.16666,14.12886,14.47068,11.3634,13.10188,9.98738,11.66212,9.46966,10.2967,8.64988,13.83676,11.11838,12.15838,13.03242,11.93776,14.31206
slow,8.60079,4.615450122,7.02584,6.78471,3.27715,3.52941,3.441481,4.39271,1.911222,5.85022,2.17023,6.49691,6.79802,8.71749,7.72711,5.67411,4.5897304,1.79039,9.56083,10.32199,12.446,10.68515,1.223064,5.92677,10.17957,6.67243,5.19902,10.84030004,9.80023,10.73802,7.25497,5.67126,4.71942,8.86789,6.39982,12.75438,9.30938,9.70282,10.17534,5.37043,13.29992,5.7968543,6.55857,6.95303,5.80283,9.8662,9.26438,10.37005,7.21001,7.72808,6.39979,6.35198,5.932993644,9.34123,7.671368,7.91235,11.8903,5.67997,8.14391,9.35361,7.3361,11.1408,10.92244,5.170464,5.47989,5.562704,7.53574,9.29302,7.9178,8.64249,8.40008,9.14271
slp1,8.24684,8.19764,9.75763,8.05289,6.70403,5.82866,5.88999,7.5183,10.236,6.82282,7.03053,9.2694,4.99324,9.47395,9.03347,5.71162,6.5364,7.32406,6.15862,10.3849,11.3127,12.2117,4.30047,8.86366,10.7,8.43132,9.7263,8.5483,7.04086,8.86115,6.31289,8.45002,8.74689,7.249,6.8329,9.95694,6.92764,5.46005,7.02061,3.86439,13.3104,6.70011,7.14139,12.0859,9.50732,14.7634,11.6716,8.51155,5.74777,12.8623,10.3199,12.3818,12.2607,18.5569,8.97005,13.0231,14.0003,6.1286,11.8898,14.13,7.01893,13.1591,11.5583,7.39061,10.4863,12.534,8.51953,12.0318,14.8172,8.66084,11.9346,12.6705
slp2,5.09474,5.27503,3.93943,5.26383,3.5966,2.17034,5.69424,3.98578,6.59466,3.93358,6.48479,6.18248,4.0457,7.06384,8.80939,4.20088,6.13585,6.81369,3.99456,5.15498,5.27724,7.10581,2.8002,6.85107,6.79649,4.43212,5.93586,7.57789,9.52266,6.38981,4.92048,5.33998,6.77101,5.14391,4.2705,6.00008,7.557,6.48935,6.59246,3.13091,5.77872,7.08087,6.41468,6.79411,5.23011,3.74345,4.67239,6.40046,2.71172,4.91738,4.78153,6.58442,9.55255,11.0097,6.83488,9.87223,8.91157,4.25157,8.01693,9.6525,5.72898,9.79069,4.74341,6.36095,7.64538,7.85042,5.08672,6.63906,6.97971,5.92083,7.39091,6.54127
slpr,20.95262,26.47112,22.33612093,14.43976,15.29333,9.82905,23.79876,25.79106,27.20653,15.00584008,10.99105,16.75276,14.86391,16.25339,12.76099006,9.33531,8.34875,7.18229,27.45011422,21.90922,25.31930075,16.23062298,14.43398,10.31559,13.19215,5.77098,13.7025,21.39562,23.94958,28.0152076,6.80439,9.02012,13.02274,24.47423005,20.50738,20.89492,26.36559098,26.41118,23.39191,11.81483,16.82069,9.6,14.61798,11.68516055,11.25059,18.80738,21.6648,23.69891,20.133822,17.5478097,18.6299,18.125044,20.45514,19.41903178,20.01663,19.8763,21.44267,19.239,22.15804,20.14624,20.83904029,18.099758,19.52322,14.68452,15.37094004,11.36051,20.82528724,20.73786,18.66565,19.53555,19.53134,18.68214
sls,0.398716033,0.1215941,0.5516944,0.57213814,0.1591706,0.207111556,0.182726157,0.1492282,0.1684987,0.0144738,0.301175,0.1906724,0.221842615,2.085872001,0.410159431,0.207938066,0.1933263,0.134425116,0.27027786,0.778352,0.9646886,0.3662668,0.182252158,0.303858203,0.3119901,0.553916847,0.468058201,0.629458003,0.565065,0.252054014,0.4734196,0.401241559,0.458488257,0.043696563,0.26718849,0.41751309,0.246334698,0.148310151,0.196755923,0.4954028,0.385350362,0.27654128,0.445113583,0.5379253,0.681028451,0.2243729,0.366542097,0.381225971,0.145147307,0.3033908,0.492280114,0.179535253,0.2162939,0.5192945,0.076458329,0.2529041,0.445848617,0.087498,1.741692,0.6570177,0.0853427,0.361155869,0.6914313,0.180498585,0.519164634,0.36897904,0.0941925,0.7676614,0.602103257,0.16906451,3.261311,0.8600708
Slu7,30.0451,35.8044,29.5473,24.5356,27.8636,23.3854,33.1033,35.832,34.7164,22.2193,19.2201,25.719,21.8771,24.3989,24.1829,24.4026,22.9821,21.8166,32.435,31.2491,28.41,27.7741,22.8819,16.6883,24.3449,14.3051,19.5849,28.3623,29.0921,29.7336,13.8325,18.6525,22.9575,31.7484,34.8383,27.8226,32.6255,31.2391,32.2442,25.6362,26.4373,23.6897,22.3788,18.0102,19.1029,30.8071,30.2144,34.7236,28.3337,26.3041,25.2612,30.0631,33.8903,28.8036,33.1771,26.2533,29.8613,33.1566,28.9835,26.582,28.4835,30.0855,32.0456,19.9441,24.0289,18.6617,28.1612,25.8107,24.9455,25.8455,26.5615,31.603
slv,22.9138,26.04472,25.16152,23.3376,20.4941,25.7094,19.563,20.33964,18.3262,20.8426,18.9563,19.3926,24.2353,25.8508,26.6944,17.2127,22.3847,15.6942,19.1483,24.8233,19.4596,31.5363,25.548,21.3947,28.6465,21.9471,20.7046,17.8918,19.1626,15.4231,21.7398,27.2092,22.2714,16.2741,21.3833,20.6509,22.6624,17.1243,13.4807,21.9155,22.0381,20.6541,22.109,23.0265,26.4589,33.1618,23.3299,17.937,21.1063,20.0524,16.6022,25.2403,24.6606,18.2997,21.2158,19.3708,25.1577,23.3773,21.4492,17.4515,19.569,22.8505,20.128,16.7725,27.8569,19.8979,18.419,28.091,20.115,19.9066,17.8509,17.9685
slx1,3.67263,3.22063,5.39553,2.28316,3.61232,3.22125,6.31323,5.78377,5.99486,4.13915,7.01156,3.56835,3.49854,5.6016,7.03206,2.8317,3.75293,5.57081,4.8982,5.66995,6.25854,3.15772,4.38392,3.76579,6.66997,4.99482,6.37737,4.04188,5.97425,10.8889,1.95358,6.53801,3.45766,8.54482,6.30582,6.72871,7.87794,9.74258,5.59231,3.88528,3.66104,1.63188,6.53461,6.36098,6.32111,5.01368,2.17283,6.13252,3.81359,2.52725,1.96042,9.50423,5.5428,4.76473,5.73229,5.59672,6.90175,4.96501,5.415,3.71848,5.29152,5.12439,4.96508,6.39977,4.97057,4.89234,4.39225,4.42959,5.24126,2.71766,3.632,5.74823
sm,120.702957,144.062917,154.244243,87.44925,105.856497,53.331421,106.8798797,121.4991601,126.900661,97.56287536,84.13295408,99.197277,88.446748,96.83320563,87.12419,66.032202,63.624367,64.4868379,151.3566025,164.5331025,146.240016,95.17551201,90.66353688,64.38454403,57.22096109,26.97119384,64.4592976,133.80659,127.056263,127.197886,40.73283853,44.33862426,85.326936,116.728472,109.461769,107.582629,149.811657,143.9380101,150.0232402,84.74467602,96.651474,72.67921462,67.9056691,57.17739821,54.0502452,112.874342,163.612105,144.91343,151.414439,135.880606,158.384242,77.46255534,115.126649,108.349053,127.432134,119.095612,133.96832,128.030997,121.119113,108.133909,130.7191659,112.3872471,118.706377,87.403805,97.058057,73.122829,116.073925,136.206925,120.465541,136.9147677,115.057856,104.6890273
SmB,71.871,73.0601,72.4908,92.6162,94.408,135.474,102.407,91.8976,82.5477,88.1314,130.107,87.0239,106.016,84.2986,96.9172,114.887,127.787,122.738,65.4987,68.2321,71.6637,92.7135,100.984,107.843,97.0952,174.635,122.814,78.3465,66.1585,78.3298,140.717,157.203,96.1589,83.2517,87.6552,81.0676,84.0789,80.0536,81.402,98.3245,90.9773,89.6119,101.058,120.694,122.472,105.33,62.8668,86.3216,84.0753,67.7582,84.0439,122.405,89.1616,94.034,78.4292,63.1683,80.3372,61.4711,79.312,75.8055,78.9399,71.7681,53.1036,131.968,100.55,128.213,89.9788,66.7726,75.3248,73.1644,66.3974,97.2724
SMC1,50.7857,54.8195,55.4496,34.2955,41.1782,22.7038,64.9125,61.2039,66.2335,37.4691,33.534,41.3783,38.0156,34.4364,35.1149,30.6927,27.4823,26.4464,61.3049,53.7791,58.5655,37.6103,36.7193,23.8056,35.349,18.9831,40.6372,58.3961,58.0561,72.313,18.2447,24.2521,37.7898,76.8315,63.4232,61.7082,70.5425,72.1808,66.6192,33.4505,35.804,25.8398,43.7821,37.5532,38.1906,51.9218,51.894,69.2959,42.3477,41.443,48.1833,54.5163,52.704,55.8414,53.6891,50.4876,48.9132,49.72,47.7842,42.9356,50.1116,45.0508,47.7073,31.6115,39.7372,29.6821,45.2743,48.5625,48.1167,53.6021,45.3791,49.7256
SMC2,4.36213,4.18616,4.68036,4.54027,5.29427,3.50792,4.60927,5.90803,5.40112,4.92299,2.64137,5.82127,2.87835,3.58088,3.22939,2.92471,2.36374,2.90143,4.43884,4.36354,3.84687,3.91487,3.32155,2.54161,3.56391,2.16476,2.14292,3.42495,3.85179,3.74415,1.85984,3.07953,5.16277,4.4788,4.37011,3.62325,2.92028,4.84728,4.25759,4.05306,3.77029,2.60591,2.51345,1.51159,2.20898,6.3448,7.00955,4.88651,3.96977,3.55472,4.72537,4.13569,4.5309,3.60722,4.58145,4.61834,4.30304,5.35747,4.99637,5.4123,5.55764,5.38407,4.84339,3.60133,4.04671,2.77217,5.18184,5.66526,5.34934,4.75833,3.45455,4.46074
SMC3,45.5961,43.8786,40.1932,31.2506,39.05,26.3517,44.1857,41.9684,43.0389,31.217,28.1961,34.2892,32.4808,34.311,30.4573,28.243,25.1009,20.7433,44.1717,46.6502,47.985,35.0783,34.4271,21.9564,31.7987,15.8177,26.9209,39.9627,36.6975,38.7926,18.9535,24.3425,34.6324,44.7052,43.1985,39.7049,44.7016,42.691,39.9554,34.1745,37.0388,28.9067,28.0197,23.6373,24.8824,42.1601,48.9848,47.7359,42.6316,37.5102,39.767,38.8054,44.2962,44.8379,44.6329,41.7369,44.3804,41.148,39.5233,34.782,44.6024,39.1099,42.0792,33.9932,33.1362,24.5146,42.0295,38.4028,38.1324,45.5641,40.5693,38.8275
SMC5,19.952988,23.54441,24.219098,15.3281,18.953,13.1499,21.3163,23.2273,21.1408,17.6267,15.7557,17.7255,16.2608,15.2653,15.9424,16.882,15.3135,14.4315,21.53586,24.2172,24.489,17.6263,15.8195,12.3394,14.2312,6.26774,15.3305,21.153515,17.3973,21.76398,7.61146,10.5984,17.603,21.3728,21.5683,19.4236,22.6558,20.2329,21.9958,17.08421,19.163,13.6107,15.7939,12.828,11.6412,21.6045,26.9195,26.5072,20.517638,19.5601,15.9503,21.7566,21.39699,20.2558,22.8721,23.3812,22.0064,23.866711,20.4224,20.3682,23.9668,20.8282,24.7756,17.392,17.8546,13.1839,20.4042,18.4554,19.6207,24.3573,24.2528,19.20829
SmD1,18.4101,29.5624,23.9864,27.377,15.971,23.6925,38.412,27.7834,23.9442,26.074,27.6456,24.906,28.1763,27.5964,20.1311,28.8945,32.355,22.5385,37.7945,22.9537,30.779,27.2702,28.5962,20.917,45.0627,40.2536,43.3776,42.4991,26.2641,39.327,21.2989,32.7672,22.6389,44.7661,28.7967,31.9325,27.0104,34.9105,42.9697,19.7674,21.3257,14.2787,39.2632,35.7564,37.5567,36.9643,25.2317,24.0509,19.2611,25.4304,20.9446,30.2087,34.3584,29.4346,21.7097,25.9071,20.6101,24.1858,24.8031,24.5069,28.0286,26.8006,25.4448,27.2572,23.4697,22.6941,21.7314,14.4429,18.4017,21.9663,23.5201,27.9827
SmD2,124.091,116.833,91.3401,108.102,131.394,131.992,106.413,113.053,116.037,118.837,122.18,111.468,113.59,96.2027,98.4157,109.285,109.652,100.556,104.047,117.351,104.408,128.855,124.663,111.615,116.955,116.467,101.372,104.088,89.5284,102.969,116.854,147.373,116.176,102.819,119.612,116.977,93.568,109.02,94.1973,105.907,120.752,116.384,105.406,93.5095,93.8754,112.13,104.011,116.669,103.19,108.208,107.174,119.673,111.731,114.443,118.267,112.633,104.571,109.071,121.269,111.574,122.213,138.819,126.476,101.173,101.259,108.06,116.506,115.974,119.929,123.233,105.911,130.866
SmD3,53.7485,76.8151,78.3486,59.3332,64.0226,52.3962,88.951,79.8489,72.6977,63.6845,46.7409,76.6015,52.0262,50.864,64.5676,67.9387,60.0546,37.7703,71.9697,65.9107,86.2887,61.093,54.8405,40.2977,55.9677,39.8454,55.9055,64.9785,51.0629,66.4803,48.5673,56.3398,58.653,79.5607,81.5529,86.6584,75.4033,71.2746,66.1166,67.7583,61.425,49.8073,50.2398,49.1409,47.523,71.2026,60.2417,55.5098,62.3925,57.3217,50.1709,78.3126,79.3561,60.2604,78.3189,64.7607,64.8915,67.8748,70.164,83.8227,93.033,96.0217,94.3195,61.8897,55.9676,59.1558,70.8573,66.3532,79.1085,78.2561,66.855,86.0335
SmE,106.339,93.0167,94.7331,102.332,116.58,127.308,109.505,106.976,113.185,103.018,88.5398,85.13,98.3065,78.0099,96.3916,131.433,109.694,135.361,104.688,79.1281,97.7393,112.011,133.634,118.721,114.588,115.892,124.358,77.2573,91.1553,85.0096,185.633,145.198,149.963,114.967,125.406,86.9782,101.169,107.024,83.0497,128.089,111.916,91.744,120.837,95.4247,97.6983,138.369,128.273,106.104,112.616,107.75,129.273,118.585,111.536,111.392,91.0542,105.305,106.677,110.298,107.578,87.7473,80.9428,90.4188,110.942,89.4563,82.2278,111.78,105.943,89.2553,94.8874,95.3348,109.719,90.4261
SmF,30.5726,32.6453,32.9405,35.3712,37.8428,46.9369,46.57,47.9387,41.2748,40.9356,29.9152,27.6074,36.6495,25.3956,32.8003,43.0706,54.4367,29.7434,36.8615,32.1667,33.7476,35.0598,54.7914,45.1136,37.5842,51.5055,32.8836,47.0583,36.275,27.0664,38.3175,42.5039,39.1763,42.842,33.1486,47.7748,37.9896,23.9228,36.889,56.9068,40.4875,22.6019,41.3425,44.7202,44.5255,52.4758,28.0172,46.5029,27.2577,27.8018,34.8956,44.81,38.8505,49.264,29.713,32.5975,32.4627,36.8405,39.664,19.0633,41.6913,37.4755,20.5177,40.7995,28.7735,32.9268,41.1092,21.6708,28.4526,33.8814,33.0529,25.8729
smg,41.01376045,49.95373,45.47689,27.78032,33.47881,16.863091,40.52202,43.0755,45.70475,31.23986,24.07494,35.7105,31.02729,26.006645,28.63632,22.77632,22.31562,21.29393,44.82127,45.91789,45.18864604,27.08235,26.07463,18.28735,24.14206,11.78747,23.78892,43.82769,42.42238,43.80976,14.83163,19.63852,27.38752428,44.79633,39.21378,38.21699,48.83977,55.21766177,47.75987,23.66428,31.99168,21.676977,25.95544,20.54777,21.84001,35.30562,44.99875,44.32250174,37.81755,36.91491,36.61993,32.25373,40.9178,35.3162,42.74836,38.100467,38.73384,42.581223,37.65300674,33.55765,38.06643,34.89474,33.995393,27.710015,31.55731,25.12656,36.103512,36.23979,36.94059,40.7056,37.18605,34.42047
Smg5,171.0339,175.9208,170.5994,102.27499,119.09249,70.91194,164.9514,163.4625,174.55915,120.22792,95.7268,123.62263,116.14341,104.01262,110.11276,88.86579,91.76465,87.72094,180.5657,166.7966,169.46704,110.3017,107.84173,81.36722,107.113363,48.35082,106.33337,167.2983,158.298,175.255,57.644103,70.758507,109.94148,181.0681,154.49469,157.1955,188.7771,188.8196,187.2396,101.42826,121.57863,87.8431,114.26305,103.60596,98.17121,142.99003,154.1497,186.8061,127.4099,124.35706,132.4802,129.15849,140.89172,145.17742,152.46028,132.26268,148.1962,147.38711,138.79905,125.85523,140.143,120.56186,134.48648,100.90164,116.64951,90.829614,132.02464,136.06666,131.32543,146.85987,130.39778,136.47522
